Tip,Paylaşım
Pozitif,evlenme programı evlenmişti midyeci nedim in boşanma busu 
Pozitif,türk kızılay dan kan bağışında kritik dönem uyarısı böyle devam ederse stoklar kritik seviyelere düşebilir 
Pozitif,göksel gümüşdağ seni sevmiyorum keşke dik durusunu geçen sene yapabilseydin oy galatasaray şampiyonluk sattınız 
Pozitif,babalar çocuklarına baktıkları takdir görmesinler artık yılındayız analık görev babalık hobi değil 
Pozitif,ülkemizin dört bir yanında sürekli insanlar özellikle kadınlar çocuklar kayboluyor sosyal medyanın kadar güçlü olduğu bir dönemde haberleri buralarda yaymalıyız bir gün desteğe şahsen ihtiyaç duyabiliriz unutmayınız 
Pozitif,atam istikbal goklerdedir deyince ben pilot oldum oyle boyle pilot olmadim dunyanin buyuk yolcugu ucagini ucuran ilk turk kadin pilotu oldum 
Pozitif,kafede masalar dolu sadece servis yapanlarda maske var müşteri zaman haklı covid negatiftir 
Pozitif,doblo kullınımı suç oranı arasında ilişki sosyal bilimler güzel bir tez konusu 
Pozitif,netflix in kurucusu hastings in ay önce nternet yayıncılığına müdahale gelirse yapacaksınız sorusuna verdiği yanıt suudi arabistan pakistan varız oralarda sorun çıkmayacak türkiye mi çıkacak böyle bir düşünemiyorum 
Pozitif,bir başkasına ahmak dediği zaman bağlam içinde bunun bir tespit mi yoksa hakaret mi olduğunu ayırt edemeyen kişiye ahmak denebilir caizdir 
Pozitif,yıl olmuş hala alevi sünni muhbetinden dolayı ilişkiler bitiyor rezalete bakar mısınız 
Pozitif,günaydın herkese ben güzelim 
Pozitif,ayında geçirdiği gribin korona olduğunu iddia edenler derneği kurmak istiyorum 
Negatif,ay yeni kapaklar pipet kullanmayin gitmisler icine pipet sokusturmuslar varosa dert anlatmak cok zor gercekten 
Pozitif,atam hayatta hakiki mürşit ilimdir fendir lim fenin dışında mürşit aramak gafltir dalalettir deyince ben fizikçi oldum 
Pozitif,atam köylü milletin efendisidir deyince ben köylü oldum 
Pozitif,şişeyi denizin dibine batmış halde bulduk bırakılmış tam sene gün önce şişeyi kırdık içinden not çıktı güzel insanlar hala var 
Pozitif,rusya dan turistler gelebiliyor avrupadan gelebiliyor yurt içi turizm açık sokakta çarşıpazarda herkes yerde mekanlar te kapanıyor okullar eylülde açılıyor üniversitelerin sonbahar döneminde açılmayacağı lafı dönüyor bir saçmalık var ben salağım 
Pozitif,netflix meselesine iyi bakın arkasında katarlılar satılan digiturk ün abonelerinde ciddi düşüşler gelir kaybı var mesele tamamen duygusal 
Pozitif,şeyleri farkettiğin an gelen aydınlanma hayatına filtreleme takman benim insanlığın güzel önemli olayı 
Pozitif,mutlu oldum iki nota basınca hemen görgüsüz yerden paylaşma isteğiyle doldum 
Pozitif,eserimin adı ginny nin değil benimsin hry yarim 
Pozitif,tesadüfen tanışılan hayatını değiştiren insanlar işte tam yerdeyim 
Pozitif,ben kötüyüm çevrem iyi moral olarak 
Pozitif,tcdd pandemiyi gerekçe göstererek engli yurttaşların ücretsiz ulaşım hkını iptal etti neymiş efendim engli yurttaşlar yüzeylere fazla temas ediyormuş parasını ödeyip bilet alırsak özgürce seyahat edebilecekmişiz büyük devletimiz fırsatçılıkta yine sınır tanımıyor 
Pozitif,ülkesinden kaçan ranlı bir kadın sizin gibiydik kadarını yapamazlar diyorduk kadarını yapamazlar dediğimiz şeyi yaptılar 
Negatif,sosyal bilimlere zerre saygısı olmayan dünyayı matematik kurtarıyomuş sanan cahil apolitik şeyden bihaber mühendislik öğrencilerinin mezun edilmemesi yönünde yasa önergesi 
Pozitif,mantığımızı önceleyelim objektif bir şekilde bakalım bilimi sağ sol ayırmayalım kutuplaşmamızı isteyenlerin planlarını boşa çıkaralım bir olalım birlik olalım türlü bilimsel çalışmanın bir yerde matematiğe muhtaç olduğunu kabul edelim 
Pozitif,şuraya herkese yetişmekten kendisine geç kalan birilerini çizelim 
Pozitif,bir baykuş değiller orman çlukları gece aktiftir ülkemize kışı geçirmek kuzeyden gelirler kamuflaj ustası zeki çevik müthiş hızlıdır çoğunlukla kalkış sesini duyarsınız sadece yazık kışın sığındığı ülkemizde avcıların gözde hedefi olurlar 
Pozitif,müşteri hizmetlerine bağlanmayı beklediğim kadar annemin karnında beklemedim dönülmez akşamın ufkunda bekliyorum 
Pozitif,maske zorunluluğu getirilen melbourne halkı kullan atlık maske almak eczanelere ardından evde maske yapmak kumaşçılara akın ti 
Pozitif,netflix in torunun dedeye helal olmasının cinsiyetlerin dinlerin konuşulmadığı bir yerden suni gündemlerle uyutulmaya çalışılan ülkeme bakmak öyle acı bir işte herkes bahçesini suluyor barbekü yapıyor ben düşünüyorum içinden çıkamıyorum 
Pozitif,dibe dibe dibe karanlığa karanlığa karanlığa sansüre sansüre sonsuz sansüre bitişe bitişe dipteki bitişe 
Pozitif,peki size tantunilerin sonsuz uzunlukta olduğunu söyleseydim 
Pozitif,başbakan bülent ecevit in liderliğinde türk silahlı kuvvetleri nin ayşe tatile çıksın parolasıyla kıbrıs ta başltığı kıbrıs barış harekatının yıl dönümü kutlu olsun 
Pozitif,özal aynı kafada idi tarım ülkesi değil sanayi ülkesi olacağız derdi tarım ülkesi olmak geri kalmak demekmiş tarımı hakkı yapan ülkelerin kadar büyük gelir elde tiğini bilmezmiş sanayi ülkesi olamadığımız tarımı kaybediyoruz 
Pozitif,denizli oturan naz yılmaz yıl önce çalıştığı kliniğe terk edildiği sahiplendiği köpeği putin doğum günü partisi düzenledi doğum gününe katılanlar putin yakından ilgilenip mama hediye etti 
Pozitif,ben artık mail güncellemek istemiyorum ben artık mail olmak istiyorum 
Pozitif,konya nın seydişehir ilçesinde yaşayan smail nergis düğün öncesi nikah kıyan kızıyla gezmesini istemediği damadı dursun ncirli yi tüfekle topuklarından vurdu damat tedavi altına alınırken kayınpeder tutuklandı 
Pozitif,japon kültürüyle japoncayla alakadarım shougun deyince aklıma hala tokatçı filmi geliyor 
Pozitif,türkiye futbol federasyonu dün oynanan beşiktaş fenerbahçe maçında tribüne ali smail korkmaz ın fotoğrafının bulunduğu kartonu almadı 
Pozitif,ey ölümsüz türk milleti kendine dön su aktığın kanına dağlar yığdığın kemiklerine yık ol 
Pozitif,rusya savunma bakanlığı ndan yapılan açıklamaya göre koronavirüs aşısının kişilik ikinci gönüllü grubu üzerindeki klinik testleri başarıyla tamamlandı 
Pozitif,diyet yaparken düzenli olarak tartılmak dost mudur düşman 
Pozitif,aşık olduğunuz kişiye açılmanın doğru yolu seviyorsan git konuş 
Pozitif,kapısında diyanet ten aldığı kuran kursu tabelası olan bir yapı sabah akşam devleti yönetenlere beddua seansları yapıyor 
Negatif,çektiğin tetiğe bağlı katliam aracı rektumunda yer bulsun inşallah 
Pozitif,bolu genç bir kadın aylık bebeğinin ziyaret gittikleri bir evin beşinci katından düştüğü dia edildi 
Pozitif,anneler ulaşımı ücretsiz yapmanız mden değil manen öyle anlamlı yanınızdayız demenin güzel bir yolu teşekkür ederim size çalışma arkadaşlarınıza 
Pozitif,stanbul un gaziosmanpaşa ilçesinde sokak köpeklerini besleyen bir aile çevredekiler tarafından tehdit edilip evlerinin taşlandığını ölümle tehdit edildiklerini iddia ti 
Negatif,orospu çocukları bir tane simit lira olur 
Pozitif,arkadaşlar pınar arıyoruz tanıdığımız sevdiğimiz gün gördüğümüz ailesi perişan sizlerden ricam olabildiğince paylaşmak insana duyurmak durumu şimdiden ellerinize sağlık 
Pozitif,ağlayarak yazmak isteyenler gözyaşı korumalı su geçirmeyen günlük gelmiştir 
Pozitif,anneler yorgun mdi olarak manen herkes kaldıramıyor yükleri anneler özel servisler kurulmalı htiyaçları giderilmeli psikolojik desteğe ihtiyacı var çoğunun 
Pozitif,ayasofya üzerinden atatürk saldırmak doğru değil atatürk önce ayasofya diğer camileri işgalcilerden kurtarmış sonra ayasofya yı pek tarihi camiyi aslına uygun olarak tamir ettirmiştir 
Pozitif,cumhuriyet birlikte eğitim alan kadınlar çalışma hayatına atılırlar doktor mühendis mimar akademisyen bankacı sanatçı sporcu ziraatçı pilot pek farklı alanda artık kadınlar vardır 
Pozitif,uzun süredir cüzdanından parası eksilen domagoj vida burak necip atiba plan yapıp odasına gizli kamera yerleştirdi oyuncu gergin bekleyiş sonrası hırsızı gizli kamera suçüstü yakaladı hırsızlık yapan üst düzey çalışanın kulüple ilişiği kesilecek 
Pozitif,lk düşmüyoruz yine kalkarız 
Pozitif,ticaret bakanı esnafın bankaya olan borcunu yeniden yapılandıracaklarını söylüyor nedense maliye bakanlığı konuyu üzerine almıyor 
Pozitif,onlar para vermeyip korsan sitelerden izlediği bilemezler korsan sitelerde içerik bulamadıkları zaman yüzlerinin halini merak ediyorum açıkçası 
Pozitif,para üye olunarak izlenen bir tv kanalının yayınlarından rahatsız oluyorsanız üye olmayın 
Pozitif,suudi arabistan kralı selman safra kesesindeki iltihap nedeniyle başkent riyad daki hastaneye yatırıldı 
Pozitif,of hayatında boyu kısa olduğu fazla ince kilolu olduğu falan hor görülen erkekle karşılaşmadın cidden anlatıyosunuz 
Negatif,amına koyduğumun urfası size peygamber geldi sizi adam etmesi gidip onu yaktınız 
Pozitif,ananızın karnından netflixle mi doğdunuz canı istemiş kapatmış saygılı olun 
Pozitif,canı istiyorsa evdeki televizyonunu kapatır yandaşlığın bile cılkını çıkardınız kepazeliktir 
Pozitif,burdur un yeşilova ilçesindeki salda gölü nü korumaya yönelik çalışmalar devam ediyor burdur valisi ali arslantaş su analiz sonuçlarına göre salda gölü müzün suyu içilebilir dedi 
Pozitif,artık sadece ağırbaşlı sohbeti iyi davranması gerektiğini bilen insanlarla muhatap olmak istiyorum boş muhabbeti gereksiz samimiyeti kafam kaldırmıyor 
Pozitif,nstagramda new post storysi atıp fotoğrafını gifle kapatanlar beynim yok demeseniz olur 
Pozitif,fotoğrafına bakıp yüzünün zerresini incelemek 
Pozitif,herkes taşıdığı yürek kadardır kalbini bozan kendini bozar 
Pozitif,temizlik şleri müdürlüğümüz bünyesinde hizmet veren çöp kamyonlarını belediyemiz imk nlarıyla boyayarak güzel bir görünüm kazandırdık 
Pozitif,nba yıldızı lebron james in imzası olan bir basketbol koleksiyon kartı açık artırmada rekor fiyata alıcı buldu sınırlı sayıda üretilen kartın durumunun temiz olduğu açıklandı 
Pozitif,güzeller güzeli pınar kayıp gören ufak bilen lütfen ailesine ulşsın polise ulaşsın lütfen sana bişey olmamış olsun hemen dön 
Pozitif,oluyor ülkeye artık namussuzlar kadar namuslularda cesur olmalı hergün taciz tecavüz kaçırma alı koyma cinayet vs bıktık artık ahlaksızlıktan 
Pozitif,netflix telefonuma yükledim açmadan bana bi haller oldu ahlakım bozuldu şeyi renkli görüyorum sürekli seks falan iyimiş uygulama 
Pozitif,gördüğümüz renkli şeyi eşcinsellik özdeştirip ağlayalım 
Pozitif,bezlerle temizlik yaparken kalsin lezbiyen oluyodum annem beni hemen çamaşır suyuyla yıkadı dkat edin arkadaşlar bunların oyun bizi tuzağa düşürüyorlar 
Pozitif,evinize elektrik tesisatı döşemeyin döşetmeyin maazlah çocuğunuz lgbtli olur 
Negatif,seçilebilir bir sey olsa kesinlikle biseksuel olurdum değil napalım değişmiyor seçilebilir bir değil neler neler izledik değişmedi amk yönelimi duvarın renginden mi değişecek 
Pozitif,gökkuşağından etkilenmeye son gkuşağını siyah beyaz gösteren gözlük 
Pozitif,peru eşcinselliğe özendiren rainbow dağları 
Pozitif,file bak lgbt renklerini temsil eden gökkuşağına seviniyor vatan haini fil sen renkleri seversin ha 
Negatif,açılan taga bakınca necip türk milletinin ibne sever olduğunu öğrenmiş bulunmaktayım 
Pozitif,kimse demiyor insan gökkuşağından etkilenip lgbt olur ha la insan bir şeylerden etkileniyor diyorsanız insan cinayetten tecavüzden hayvan hakları ihlalinden işkenceden etkilenir 
Pozitif,ayşe tatile çıksın parolasıyla tarihe geçen kıbrıs barış harekatı rum mezalimi altındaki adayı yıl önce barışa kavuşturdu türk silahlı kuvvetleri şehit verdi kıbrıs türk tarafından mücahit kişiyi can verdi 
Pozitif,netflix kapanıyorsa biraz türk televizyonlarını izleyip ahl depolayalım madem 
Pozitif,netflix te cinsel organını müridlerine emdiren evinde çocuk pornosu bulunan tarikat şeyhi göremezsiniz zira senaristler kadar ahlaksızlığı hayal edemez 
Pozitif,kimi sevdiysek kaybettik zaten 
Pozitif,ben netflix izlerken biseksüel oluyordum sağolsun rtük yasaklıyor birazda tvde yayınlanan dizileri izleyeyimde liseyi bitirip birine kaçarım beni dövünce sevdiği yemekleri yaparım elimi yakan bi akrabam olur sonunda geberirim işte güzel hayat dimi 
Pozitif,kapatılmadan önce dizilerimi bitirmeye çalışıyorumdur 
Pozitif,kendim istemediğim netflix kullanmıyorum içerisindeki içerikleride doğal olarak görmüyorum izlemek istemeyenler netflix in kapatılmasından yana anlamıyorum istemiyorsan klanmicaksan kadar basit herkes ahlak bekçisi olmuş 
Pozitif,netflix seyredebilmek önce abone olacaksınız ay abonelik ücreti ödeyeceksiniz dizi filmleri izlemek şifre gireceksiniz seyretmek istemiyorsanız kimse sizi ay para ödeyip kanalı seyretmeniz zorlamıyor yeter be illlah yeter 
Negatif,türk televizyonlarında yaş sınırı denetlenmeden yetişkin çocukların aynı anda yemek yerken haberlerden hemen sonrası izlediği çukur dizisi selim karakteri aşık olduğu adamları öldürüp ağlayan gizli gay oynuyor 
Pozitif,ülkece netflix lgbt saçma sapan siyaset saçmalıkları tartışırken yallah arabistana dediğimiz arabistan uzaya sonda yluyor devam edelim mi tartışmaya 
Pozitif,programda hafta bir gün isimsiz insanlar bağlanır şiddet aldatma ensest vs durumlarını anlatırdı ülke netflix gelmeden önce böyleydi zaten netflix gelene kadar önce aile yapısının kendisi düzeltilsin 
Pozitif,kadar kadın çocuk hayvan cinayetleri tecavüzleri bizim ahlak seviyemizi bozmuyorda özel üyelikle izlenebilen içinde çocuklar ebeveynlerin uygulayabildiği bir kısıtlama bulunan netflix bozuyor öyle mi izlemeyin zaman bize 
Pozitif,kimin fişi kimin prizinde belli değil sorsan tek sorun netflix size trafo bile soksak aydınlanmazsınız 
Pozitif,eşcinsellikten korktuğunuz kadar pedofiliden kadın cinayetlerinden kadın hayvan tecavüzlerinden korksanız keşke 
Pozitif,doğru midesizler ahlakımızı yüceltiyor 
Pozitif,kanuni nin öz oğlunu öldürdüğünü yıl sonra bir filmden öğrenen kitleye ülkenin fabrikalarının arazilerinin talan edildiğini anlatmaya çalışıyoruzama onlar ayasofya namaz kılıp nex filiz ahlakdızdır diyorlar 
Pozitif,netflix kapanıyor üzülmeyin arkadaşlar yeni bi uygulama keşfettim netflix dizi filmleri var şırı iyi hadii ize kıyağım olsun 
Negatif,tuğba ekinci ye göre izlenmesi gerekenler fotoda mevcuttur netflix izlemek beyin lazım kalite lazım özlikler yoksa oturursun kılıçla satrazamın sol ta şağını izlersin 
Pozitif,dk sonraki sınavım gereksiz rahat bi kadar heyecanlıyım tivit kadar 
Pozitif,nedim şener öyle anlaşılıyor devlet kadrolarında fetö den boşalan yerlere başka tarikat cemaatler yerleşiyor 
Pozitif,insanın kendi iradesi isteğiyle parasını vererek izlemek istediği içeriklerinden oluşan netflix in yasaklanması kabul edilemez insanların izlemek istediğine karar vermek bunun önüne geçmek istemek kimsenin haddi değil sansürcü zihniyetinize yeter artık 
Pozitif,geçen gün yükseköğrenime artan talebi karşılayacak emekli olan deneyimli neslin yerini alabilecek kalifiye öğretim elemanlarını yetiştirme noktasında önemli işlevi olan yurtdışına doktora gönderilecek adayların belirlenmesinde kaliteden ödün vermemeliyiz 
Pozitif,bir yerli dizide adamın aynı anda karısı varken yaşındaki bir kızı hamile bırakıp üzerine kendi kardeşini öldürüp karısını rahat taciz edebilmek gelini yapıyor dizi netflixturkiye değil tv çatal taksan izleyebildiğin bir tv kanalında 
Pozitif,başakşehir kutlamayı şampanya değil maden suyuyla yapmış 
Pozitif,eskiden onun sevdiği var bir tabir vardı hani sevgilisi falan değil sadece aklında var sana hayır gelmez anlamında şimdilerde birinin sevgilisinin olması bile problem değil herkesin gözü herkeste 
Negatif,yaşında kız çocuğunu taciz eden ağrı bld bşk yardımcısı kız yolluydu açıklama yapmış lah belanı versin şerefsiz aşağılık 
Pozitif,makyaj yapmadan dışarıya çıkan kız yok abi yok 
Pozitif,tweet beğenen atatürkçüler birbirlerini takip etsin 
Pozitif,hint kokenli olmasi konusunda ayni fikirde degilim gunese yildizlara tapinmadan geldigi dogru asli sabii likten gelir namaz gun oruc bayram kurban sai likten gelir hatta ilk basta muhmed sabii anilir kureysliler ona bize eskinin maslarini anlatma der 
Pozitif,putperestliğe önce adem den beri hak olan slam dininden geçmiştir 
Pozitif,slamda güneşe tapanların secdesine benzememek güneş doğarken güneş batarken namaz kılmak haramdır 
Pozitif,zaman mars uzay mekiği yollayacaz dalga geçtiğimiz araplar japonya nın tanegashima uzay sünden ilk meliklerini yolladılar bile 
Pozitif,babanız kaçta uyuyor ona göre açıklayalım sonuçları 
Pozitif,yaşın değil yaşadıkların öğretir sana hayatı 
Pozitif,isminde harfi olanlar mutsuz 
Pozitif,limitsiz kredi kartı şarjı bitmeyen telefon istiyorum 
Pozitif,nsanların kalplerini hafife almayın ağır gelir düşürür kırarsınız 
Pozitif,hakkıdır hür yaşamış bayrağımın hriyet hakkıdır hk tapan milletimin istiklal stiklal uğruna toprakları kanıyla sulayan yüce türk mletine saygıyla 
Pozitif,netflix siyasi düzeyde ak parti resm düzeyde letişim başkanlığı görüştü türkiye den gitmeyi düşünsünler netflix in derin işbirliği türk kültürüne dönük yüksek hassasiyet göstereceğine inanıyorum 
Pozitif,lk tanıştığın anı unutamazsın mesela 
Pozitif,allah bana iş bulmam konusunda yardımcı olsun yüzde kırk engeliyim kişilik bir aileyiz faturalar birikti yemin ediyorum an cebimde bir lira dahi yok lah iş istiyorum çalışmak istiyorum 
Pozitif,türkiye den ismin olduğu dünyanın etkili bilim insanları listesinde üniversitemizden bilim insanı yer aldı 
Pozitif,anneye küfür etme olayı nedir erkeklerin etmesi yetmiyormuş bir kadınlarda hemcinsi olan nelere küfür ediyor bütün küfürler kadını aşağılar özellikte üstüne kadınlar bunu klanarak destek oluyor nanılmaz 
Pozitif,bursa iğrenç olay yaşındaki iki gelinine yıllarca tecavüz etmiş yapılan dna testinden gelinin birinden çocuğu olduğu ortaya çıktı 
Negatif,oha artık gerçekten kaç tane gelin hakkından gelemediniz mi moruğun anlamıyorum şeyleri gerçekten nsan susar kadar koskoca kadınlar güvenin kendinize hiçbir yapamıyorsanız kaçın 
Pozitif,kötü hissedince sadece evimde olmak yanlız kalmak istiyorum bana aşırı iyi geliyor 
Pozitif,memlekette avm ler açılmış plajlar dolmuş lig maçları başlamış pazarlar kurulmuş herkes sokakta iken yaş üstünü eve tıkmanın bir anlamı var hepimizden dkatli bilinçli olan gurubu üzmeyelim artık kaldıralım yasağı 
Pozitif,yıllık bir falcı olarak falına baktığım insanlardan bilgi alarak fal bakmam sebebi bilgi alarak herkes bakabilir esas olan bilgisiz bir şekilde hsederek fal bakmaktır 
Pozitif,fark ettiniz mi çoğu kişide hiçbir şeye karşı heves kalmamış kendiliğinden güzel bi olursa olur olmazsa zaten alışığız durumlara diyerek boşvermişlikle slanıyorlar 
Pozitif,herkes değil bazılarının gözüne sokmak gerekiyor saygılar 
Pozitif,başkanlık sistemi gelecek dertler bitecek türkiye uçacak dediler başkanlık sistemi gelmezse türkiye bölünür bile dediler 
Pozitif,tatile gitmiyorum vatani görevimi yapmak askere gidiyorum döndüğümde işsiz kalıyorum 
Pozitif,bağlayın tabi hakkınız 
Pozitif,belediyeden giderken oy verenler temsili değil gerçek 
Pozitif,sinem geçmedi mi 
Negatif,görüntüler erzurum nenehatun kadın doğum hastanesi önünde çekilmiş yayabilir miyiz alsınlar yavşağı 
Pozitif,twitter hayrına bir net yapsın sana 
Pozitif,üreten türkiye nin bir parçası olmak meslek liselerini tercih edin 
Negatif,çiçek insanların kalbini kırdınız umutlarını yok ettiniz bahçeleriniz bahar görmesin 
Pozitif,kadın dediğin diyerek başladıkları cümlede kendi doğrularını topluma dayatmaya çalışarak ülkeyi binbir parçaya bölüyorlar kendi vatandaşlarını ayrıştırıyorlar gözünüzü seveyim bunları göremiyor olamazsınız 
Pozitif,katilin evli bir kiz çocuğu babası olması değil cemal metin avcı 
Pozitif,sevmeye doymamanız gereken yerde öldürmeye doyamıyorsunuz alt tarafı insan olacaksınız onu bile beceremiyor 
Pozitif,gözünden sakindigin yere göğe sigdiramadigin kızının cesedini varile sigdirmislar bundan acı olabilir 
Pozitif,gençliğinin baharında vahşice yaşamdan koparılan bir kadın şiddete maruz kalan adını sayamadığımız niceleri 
Negatif,sen kiz erkek ol takiplemeye devam et tamam mi bebegim yuzsuz orospu cocugusun sen onlara ses cikarmazsan seninde anani sikeyim 
Negatif,siktir yarrağım seni 
Pozitif,buraya kadar gelmişken takip etmeyi unutma 
Pozitif,pınar gültekin isimli gencecik masum bir kız barışmak istemedi vahşice katlediliyor naaşı varle taşınıyor ilesi 
Pozitif,gelecek mesleki eğitim 
Pozitif,bir alçak sinsi tarafından vahsice katledildi zalimler yaşasın cehennem 
Pozitif,arayış 
Negatif,sikeyim zenginlik hırsınızı 
Pozitif,ardahanin iyi yüzdesi barışın kötü yüzdesi olarak eşit 
Pozitif,ri xos otelde yaşinda öldürülen oğlumun şüpheli leri ni ci nayet masasi yeri ben tespi etti dosyaya gi rdi ler 
Pozitif,kadın susmayacak 
Pozitif,türkiyenin sondajı bir dolu çıksın zaman türkiyeyi görün 
Pozitif,gökhan dinç ali koç un fenerbahçe taraftarına yaşattığı başarısızlıkların hdi hesabı yok hatta yaşatmadığı başarısızlık yok 
Pozitif,abd avm indirimi mi var 
Pozitif,dünyanın aşk bilgisi bir kara tahta silgisi 
Pozitif,jaknis sevgilim var onunla eglenmek istiyorum bocegim benim bizi selaleleri dusunuyorum eger herif seni rahatsiz eder 
Pozitif,dağ çayı fenomenal 
Pozitif,böceğim diyen sevgili mi oluyor yeni öğrendim knk 
Pozitif,he he ben gelince tırt 
Pozitif,ah pınar sensin pınar benim pınar kız kardeşimiz annemiz yakın arkadaşımız gözümüzün nuru pınar biziz katledilen 
Pozitif,türkiye meis adasının güneyi doğusunda navtex ilan etti bölgeye ten fazla türk savaş gemisi intikal ti 
Pozitif,netflix gençlik dizisi afişi değil 
Pozitif,emirhan ben onu savunuyorum zaten 
Pozitif,nihayetinde şeyin allah ın istediği olacağını biliyor olmanın huzur rahatlığı 
Pozitif,dayanamıyacak noktaya geldiğimde çekilirim kendi dünyama orda rabbimle başbaşa kalır kendimi sorgula 
Pozitif,özgür bir kedi yavrusu kafesteki bir kaplandan cesurdur 
Pozitif,lüzumsuz saray çıkarcısımı yazmış bunu anca beklenir birde kadın olacak merak ettiği şeye bak 
Pozitif,dünyada kadar aşı çalışmasında son evreye girdi içlerinde ümit vadedenler abd ngiltere den 
Pozitif,maşallah maşlah maşallah 
Negatif,haram zıkkım olsun 
Pozitif,hyungwon as dionysus dionysus sonra sanatın patronu olarak kabul edilen doğurganlık şarap tanrısıydı şarabı yarattı bağcılığı yaydı kili bir doğası vardı bir yandan sevinç getirdi bir yandan acımasız bir öfke getirdi böylece şarabın ikili doğasını yansıtıyordu 
Pozitif,böyle bir toplum olduk tam olarak şöyle 
Pozitif,dün akşam dinledim 
Pozitif,enflasyonu kilicdaroglu cikardi 
Negatif,mala bağlamış arkadaş aciklama yapıp prim vermeseydiniz keşke 
Pozitif,survivormuş 
Pozitif,stediğin kadar öldürebilirsin bir erkek olup zaman saniye adeletsizliğin karşısında olucam saniyorsunuz umurlarında değil ulan gördüğümden beri olayı yerimden kalkamıyor kadar üzüldüm sinirlendim 
Pozitif,doğayla iç içe olacağın bir yolculuk görünüyor stresini atacaksın beklenmeyen bir anda gelen haberle sevinç gözyaşlarına boğulacaksın eski bir dostunla yolların kesişiyor tekrar ayrı ylara gidiyorsunuz 
Pozitif,yeri geliyor yarım metre yataktan düşecek korkusuyla yastıklarla donattığın hayler kurduğun üzerine titrediğin çocuğunu aci 
Pozitif,rüzgar güneş enerjisi kurulumları türkiye nin elektrik üretiminde maliyetli kaynaklar olarak öne çıkarken 
Pozitif,beni yine etkiledin 
Pozitif,demet akalın kadar kızıldığını anlamadım stikrarlı şekilde devam ediyor işte gerekirse küfrediyor gerekirse 
Pozitif,selam ben artık bi konuda yardımınızı istemek durumundayım uzun zamandır karantina başından beri engelledikçe 
Pozitif,stanbul sözleşmesi ni uygulamayanlar kadınlara yönelik şiddetin suç ortağıdır 
Pozitif,önce yanında onu diyen kişinin bir gram beyni varmıymış sorsaydın keşke 
Pozitif,sen çal kapımı bir dizi başlamış bir kişi onun etrafında yardımcı roller zorlama bir dizi oyuncu başarılı değil tutmaz konu kötü 
Pozitif,zincirsiz çalışan bisiklet geliştirdiler hızlı gidiyor pedalları çevirirken enerji gerekti 
Pozitif,keşke böyle hassas bir konuda bile sırf kendi çirkin ideolojini kanıtlamak dini değerleri istediğin şekilde yorumlamak yerine varsa çözüm odaklı bir fikrin bağıra bağıra söyleyerek asılsız dialarınla ateşe harlamayı değilde yangını söndürme bilincinde olsaydın yazik 
Pozitif,sosyal medya düzenlemesi küfürbaz gerçek kimliği hakaretlerinin yaptırımı olduğunu bilerek twit atacak 
Pozitif,nolur beni bi at 
Pozitif,admin iddia edilen değil direkt döven kişi kendisi 
Pozitif,katilin sapığın ak parti lisi chp lisi olmaz katil katildir sapık sapıktır çıktı 
Pozitif,kadının sahip çıkılmaya ihtiyacı yok dokunma yeter 
Pozitif,alakası var eğitimle okumuş insanlar şiddet uyguluyor diyenler oldu normal olarak eğitimden kastım şudur 
Pozitif,ismail sen benim hemşerim olabilirsin kardeşim olma ihtimalin yok benim kardeşim dediklerim vatan 
Pozitif,senide biraz abartmışlar 
Pozitif,melaykenin öldürülmesine değil varile sığdığına şaşıran bi toplum olduk yazıklar olsun 
Pozitif,katillere canilere lanet okumak işe yaradı bugüne kadar bir işe yaramadı yaramıyor katlere hakettiği cezaları vermeliyiz 
Pozitif,evli biriyle birlikte oldu yüzden bunu hak etti diyen salaklar katil kıza evli olmadığı yalanını söylüyor 
Pozitif,türkiye bir insan olsa demet akalın olurdu 
Pozitif,allah rahmet eylesin çocuğuyla kalan kadincağıza sabırlar diliyorum herkes herseyi biliyor artık 
Pozitif,kulak barotravmasından kaynaklı hafta boyunca dalış yapmam yasaklandı bir miktar moralim bozuk 
Pozitif,alışırsın tilki dönmesin dükkanı yakarsın 
Pozitif,twitlerin tek özeti 
Pozitif,nedir yeminle ben çıldırabilirim an adamla kadın evli adam evliyken yeni sevgilisini eve getiriyor adamın yeni sevgilisinin eski sevgilisi adamın karısıyla geliyor aynı eve sonrası yok ben 
Negatif,lan şeref yoksunu doğru değil mi işte kadın bekar istediğini yapabilir rahat bağlayan var resmi olarak boşanmalarda şahsın hukuksal olarak ceza nafaka suçlu sayılmayacağı belli evli adam sadık olmuyorsa kadın napsın var al birni vur ötekine 
Pozitif,arkadaşlar yıl ali ata bak der ifade etmek gerekiyor sanırım evli insan evlilik dışı ilişkiye giriyorsa onun sorumluluğudur bekarın vicdan etik anlayışına bağlı evli adam aldatınca sorumlusu bekar kadın olmuyor evli adam oluyor kamu spotu bitti tesek 
Pozitif,yi burada neyi tartışıyoruz adam evli yasak ilişki yaşıyor kadın bunu bilmeden birlikte oluyor ayrılmak istiyor öldürülüyor adamın dediğine göre kadın ayrılmak istemiyor karısına söylemekle tehdit ettiği öldürüyor kişilerin ahlaksızlığı kendi sorumluluğunda 
Negatif,ülkede bi sike sap olmayacak insanların belirli bi takipçi sayısına ulaştıktan sonra aptal düşüncelerini düşünmeden be 
