Tip,Paylaşım
Pozitif,gencecik yaşında hayattan koparılan pınar gültekin lah tan rahmet ailesine başsağlığı diliyorum pınar kardeşimizi 
Pozitif,ayrı ülkeye heykeli dikilmiş dünya sevmiş saymış atamı 
Negatif,bisimit hapishaneye düşen herkes vatan haini mağdurları filan zihniyet yüzünden muhammed mursi mısır zindanlarında atlerce can çekişerek ölmedi mi vatan haini ilan edildiği sağlık ekibinin müdehalesi engellendi 
Negatif,koskoca ismim yaziyo orda andaval kopek 
Pozitif,cemre nin enayisi erasmus nedim 
Negatif,omerfarukkorkmz pezevenk sensin aişe nin yaşında hta doğum tarihi 
Negatif,çöp herif gerçi herif mi belli değil 
Negatif,hay sokim akrabaların benı tecrübe cezayire fransaya kadar götürme şansı var ben burdan dewam 
Negatif,galatasaray maçını pislik kocam yüzünden izleyemiyorum kütahya dönüşünde yoldayım adapazarında trafiğe takıldık 
Negatif,senin şerefsizlere anlatmaya çalışıyo baskan lakin şerefsizlik okadar kanınıza işlemiş 
Negatif,sus artık sus bana boş vaatler vermeyi bırak götlek 
Pozitif,ülkede adalet tecavüz edilmen gerek öldürülmen 
Negatif,kendilerine yapılan iyiliği unutan insanlar varya ben onların amına koyam 
Negatif,sıfata bakın şeytan görse salavat getirir 
Pozitif,sago benim dilsiz kalbime dil dikenli yollarımdaki çicek anlatmaya çalışmadıklarıma kelimelersin sagopakajmer brnbzkt bernik 
Pozitif,açıldı sabahtan akşama kadar sevinç çığlıkları atanlara soruyorum 
Negatif,acı çektirerek işkence ederim sana 
Negatif,çekik gözünü siktiğim maymununa bak hele bunları besleyenin amına koyam 
Negatif,hay sikem canım sıkkın 
Pozitif,nsan zannediyor ülkeyi terk edince başka gündemim olacak memleket meselelerine kadar takmayacağım memleket öyle bir memleket gün kahrolunacak başka bir gündem veriyor insana kötüsü başka türlüsünün mümkün olduğunu görebiliyorken 
Pozitif,şişko dalga geçtiğiniz kız kendini aç bırakıyor tipsiz dalga geçtiğiniz çocuk içine kapanıyor fakir alay 
Pozitif,yagız abı gel cayımı iç bende sıncandayım dakka var aramzda esnafım 
Pozitif,türkiye ayasofya yı camiye dönüştürmeye cüret edemez 
Negatif,mert kesinlikle ergenliğine yeniliyor ergen olduğu son sozü kendi söylemek istiyor ergenleri sahneden alalım aq yemekteyiz 
Pozitif,tanrı yoktur nanma milleti rahatsız etme 
Negatif,seninde ananı öper devlet kancık artığı seni or çocuğu 
Pozitif,geceniz iyi olsun 
Pozitif,cimbom kazandı mutluyum umutluyum bilginize 
Pozitif,cerrahpasadurusu yıl önce crahpaşa derslere başladığımız anfide bugün cerrahpaşamın başına geleceklere dur demek içi 
Negatif,gözleri kehribar olmayanda ölsün 
Pozitif,oyun bozanların hayırlısı rabbim oyunlarını bozacaktır 
Pozitif,milyon turist milyar dolar gelir hedefimiz olduğu yerde duruyor 
Negatif,guzman aptal mısın biraz 
Pozitif,eminim eserleriyle gurur duyuyorlardır 
Pozitif,okyanuslar bükülünce bıraktım okuyamadım 
Negatif,kitabın devamı merak ettim kaşar ezik görl çılgın karizmatik bed boy arabaya gtiğinde sarı yelloz cansu yaptı rkdpdmxomsg 
Negatif,barış kirli sakalli kalsin aq sakalsiz tipsiz 
Pozitif,hayırlı geceler 
Negatif,tanıdığım bütün büşra gözde beyzalar zinacı kandil vakti küfür edemem 
Negatif,seninlafinlaitlerhavlamak sen boş yerehavliyosunsenkimreiskimbizonuniçin can veririzbunu sakın unutma pislik 
Pozitif,ah kalbim ben senden çektim söyle nedir halim valla sen delisin delisin 
Negatif,yalan söylesem kıvırsam düşünüyordur şimdi bunlar maalesef arsız receptyiperdogan buyukturkiye 
Negatif,allah sabır versin sanane len dümbük yz 
Pozitif,tane problem çözdüm ilk gün yeterli düşünüyorum 
Negatif,ayyas berdus müslümanda olsa 
Negatif,afyon şivesiyle cevap veriyorum hada ananı avradını sikem 
Pozitif,fenerbahçe istemediği galatasaray gitmiş olabilirler mi kedi ulaşamadığı ciğere dar dermiş ulan fenerbahçe nin aldığı oyuncuyu galatasaray liymiş muamelesi alamadığınız oyuncuya aynısını yapıyorsunuz alışmışsınız maçları öncesi futbolcu ayartmaya 
Negatif,allah belanı versin 
Negatif,ben söyleyeyim orospu çocuğu bunlar 
Negatif,heh tamam domal şimdi 
Negatif,ananı sikiyim 
Pozitif,yazık haketmiyor 
Pozitif,ohh be merhaba cl 
Pozitif,greve gideriz kıdeme dokunma türk di sk türkiye nin ilinde kıdemtazminatı eylem yaptı 
Pozitif,babası saçlarını toparlamış 
Pozitif,cerrahpasadurusu ögrencilerimizin gösterdigi asil klas durustur 
Pozitif,uyuşturucuya geçit yok 
Pozitif,iphone beleş müzik uygulaması söyleyin tşk 
Pozitif,yunan medyası çılgına dönmüş olanlara inanamıyorlarmış bir kelime onlara edelim hayyalsaleh diyor 
Negatif,aha buda army yüz karası embesil 
Pozitif,salak salak hareketler yapma 
Pozitif,türkiye nin gündemi 
Pozitif,süpersin purab sen olmasan iş sıkıntıydı hgfhfhfhfhhfjf 
Pozitif,kadar çaresiz olmamıştı kelimeler 
Negatif,itlik yapma lan yol al hadi 
Pozitif,güzelsin lanet olsun insan mısın 
Pozitif,biraz böyle olabilirdi eldiven felan mesela ikiside kemer fotoğrafları koyulabilirdi 
Pozitif,manından şüphe etmeye başladım allah seni ıslah etsin diyeyim müslüman kardeşine kafir diyen haklıysa al değilse kendisine döner seni lah havale ediyorum 
Pozitif,doğru 
Pozitif,ben hesabın alaman usulü olanını severim 
Pozitif,kızın gizli bi olgun erkek sevdası vardır 
Pozitif,fen okuryazarlığı yaşamdaki kimya 
Negatif,zehirin aktığı yer sizin beyniniz ağzınız farkında değilsiniz kadar cahilsiniz cehaletinizin farkına bile varamıyorsunuz ilkel insanlarsınız 
Pozitif,kurallara uymayan uyulmayan yerleri zorunda kalmadıkça tercih etmeyin 
Pozitif,volkan uzun denilen şahıs an esat karakolunda değil esat karakolunun önündeyiz tam bir bilgi alamadık duyarlı insanlar burada öldürülen köpeği canı savunacağız katil serbest kalmasın mücadelemiz 
Pozitif,tipsiz olmanın avantajları var mesela fake hesabını açmıyolar 
Negatif,iki hırbo bilsin kolay şeyler sordular aq 
Pozitif,evet köpek pişmanım seninle konuşmaya başladığım 
Pozitif,son yılda yanan orman arazilerindeki özel yapılaşmaları bila bedel kamulastıracağız oraları tekrar ormanlaştırmak yapılan giderleri eski maliklerden tahsil edeceğiz diyecek bir parti iktidar olur ülkede 
Negatif,alp amcamin teklifini kabul edersin seni burda öldürürüm 
Pozitif,atilla özdemiroğlu nun kızı doğduğunda tebrik hastaneye giden levent yüksel atla özdemiroğlu vefat edince özdemiroğlu nun kızı sevgili oldu 
Negatif,darkın sezonu bokum amk 
Negatif,herhalde demek lan zirzop 
Pozitif,abi tebrikler allah bağışlasın 
Negatif,su yavru ayiya yapilan eziyeti gormemek icin hizli hizli geciyorum kac gundur akisi video otomatik acildi gormez olsaydim nasil uyuyacagim ben simdi kahrol insan musveddesi sen yasaminhak etmiyorsun can cekiserek olmeni diliyorum 
Negatif,bazi insanlar döl israfı aq 
Pozitif,beyaz gömlek giyip hazirlanıp kahvaltıya iniyorum bişeler atıstırıp yetişmek varken gömlege leke geliyor böyle şansa sokim 
Negatif,hırsız dün ben yazdım bunu hain oc 
Pozitif,ben ulaş abiyle konuştum ben gelemedim dedim üzüldü tam çıkıp happy birthday to me şarkı söylicekmiş 
Pozitif,cimde bir sikinti var aksama kemalizm sol mudur kavgasi cikabilir herkes tetikte olsun 
Negatif,eskinin paraleli şimdinin götgeni 
Negatif,geri zekalı aptal enayi kiz makyaji vsr midir 
Negatif,olum siyahi herkese kaç santim soruyorsunuz manyak mısınız 
Negatif,seni boğarak öldürürüm 
Pozitif,göktaşi nereden çikti lan 
Pozitif,cem yılmaz beyazıt öztürk okan bayülgen türevleri iktidarın elini öpüp öldü boyun eğmedi yaşında öldü allah bütün komedyenlere seyfi dursunoğlu sıralı ölüm versin 
Pozitif,tesekkurlr ben sana aşırı güzellikten uykularının bölünmediği bir yıl dilerim 
Pozitif,hayvanları ihale katledilen ormanları yakılan cocukları taciz edilen kadını öldürülen kedisine köpeğine zulüm edilen tarihi eserleri tuhaf restorasyonlara kurban edilen şeyi çoklu olup düşünce çeşitliliği istenmeyen ülkemiz liste uzar gider kalbim kaldırmıyor artık 
Pozitif,ben suudi arabistan la islamı bir tutmam oradaki vurgu seküler akıla 
Pozitif,aile çalışma bakanı olsaydınız keşke bir değişirdi 
Pozitif,toplum olarak çocuk tecavüzleri kadına şiddte vurdumduymazlık başta olmak üzere bir sürü şeye ayaklanmıyoruz kalkıp dondurmaya ayaklanmadığımızı soruyorsun gerçekten 
Pozitif,kendime kızamıyorum kendimi seviyorum 
Pozitif,cool selfieleriyle instagramı coşturan arkadaşım herhangi bir selfiede cdi kalamayan ben 
Negatif,senin ben amk 
Pozitif,arkadaşlar makyaj yapmayı bilmeyen yapmasın önce ben 
Pozitif,temizlik şleri müdürlüğümüz bünyesinde hizmet veren çöp kamyonlarını belediyemiz imk nlarıyla boyayarak güzel bir görünüm kazandırdık 
Negatif,olmasaydı ananın üstünde gezen ingilizler olurdu 
Negatif,utanmıyorum haykırıyorum ben bir ciyim 
Pozitif,sen bir yaratıksın pislik rezil kadın dilerim yakın zamanda layık olduğun yeri bulursun 
Pozitif,güzeller güzeli pınar kayıp gören ufak bilen lütfen ailesine ulşsın polise ulaşsın lütfen sana bişey olmamış olsun hemen dön 
Negatif,sensin cibiliyetsiz 
Pozitif,tekinize guvendik kazandık tebrikler teşekkürler 
Pozitif,sen yeter vicdanların sesi olmaya devam et 
Pozitif,hayırlı sabahlar 
Pozitif,allah sağlık shat versin inşalah 
Pozitif,hay atatürk kadar başınıza taş düşsün yeter mk koskoca ülkede derdimiz sıkıntımız bitti konuşacak konu bulamıyor 
Pozitif,bana dokunmayan yılan bin yıl yaşasın diyerek yaşattığınız yılanların bir sonraki hedefi olursunuz 
Negatif,kız sen gidişle dombili olacaksın bırak anahtarı yürüyerek git çabik sümüklü para 
Negatif,tanıştırayım adi şerefsiz namussuz 
Negatif,hediye aldıklarımızın götleri kalkıyor değer kıymet bilen yok gerekte yok amk ezik ezik takılsın kızlar 
Pozitif,allah bereket versin 
Negatif,ben sinirli değilim çevremdekiler beyinsiz 
Negatif,at yalanı sikiyim inananı 
Pozitif,kızlar okuyun okumazsanız kolunuza takılan bilezik kocanızın ömür boyu ödeyeceği salon takımıyla övünen çeyizi dünyadaki değerli eşya sanan bireyler olursunuz dışarıda nehir akan bir hayat varken nehirdeki sabit kaya sürekli aynı kalırsınız 
Negatif,soluksuz sikeceksin bunları 
Negatif,salak mısın oğlum hangi hocaya laf etmişim ben şizofren oldunuz iyice ayrıca aykut hocayı eleştirme sebebimiz kadroya kadar çöp varsa toplaması futbolunun sıkıcı olması salak adamlarsınız liseli kızlar illa birine fan clublık yapacaksınuz aq hahahahhs 
Pozitif,bir şiir yazmak isterdim biliyorsunki ir sokakta sen kalbimde güzelsin 
Negatif,kafayı yedi lan 
Pozitif,huysuz virjin in adını aldığı kantocu küçük verjin hanım aslen ermeni olup rum okulunda okumuş yine bir rum olan kemani yorgo beyle evlenmiş rum ortodoksluğuna geçmiştir adile naşit in annenesidir 
Negatif,allahım bunlar bunların çocukları kazanamasın inşlah eğitim sarfiyatı olur 
Negatif,kocaeliden genç gavat karını bizim salona bırak gece amı götü dağılmış şekilde geri al 
Pozitif,hayırlı akşamlar 
Negatif,bunların ağızı lağam kokuyor 
Pozitif,kendisi denizlilili ruhu adanalı 
Pozitif,isterse makyaj yapar dudak büzer allah kişi arasında kimse buna karışamaz 
Negatif,şerefsiz yobaz köpek yalova yı ülkeyi hale getirdiler 
Pozitif,ben izleyemiyorum benim netflix yok 
Pozitif,benim sanırım pikniğe ihtiyacım var piknikler güzeldır 
Pozitif,adalete olan güvenimizi sarsmayın 
Pozitif,keşke gece annenin başı ağrısaymış 
Negatif,babasına süpriz yapan aşifte kızı 
Negatif,allah seni senin düşünen mahlukların cezasını versin inşlah 
Pozitif,yer verirsin bir böylelerine 
Negatif,ben duyguyla saç başa gireceğim kaldı biçim yönetim salak karıya vermişsiniz bütün yetkileri 
Pozitif,makyaj yapmadan dışarıya çıkan kız yok abi yok 
Pozitif,inanılmaz iyi iki dövmemi salıyorum 
Pozitif,hiçbir sanatçı resim yapmak yazmak sahneye çıkmak şarkı söylemek izin almayı beklemez yaparlar olur 
Pozitif,şükür secdesi gerektir 
Negatif,azarda adamı azdırmaya çalışan kaşar 
Pozitif,konya nın çumra ilçesinde silah zoruyla gar tuvaletinde tecavüze uğradığı sadık akman öldüren saliha ye yıl hapis cezası verildi saliha nün mahkemede anlattıkları kan dondurdu 
Pozitif,sizden zor asla stemedik 
Negatif,esnafın komşunun onun bunun tacizinden emdirerek mi kurtulmuş anan öyleyse nesebi sahih olmayabilirsin 
Pozitif,zor durumdayım kiramı ödeyemedim evim kötü durumda 
Negatif,siktir yarrağım seni 
Negatif,fizikliligi gezmesi abaza krt 
Negatif,sen kulaklığı taktın insanları rahatsız etmemek peki dinlediğin apaçi şarkısını ben dinliyorum 
Negatif,aşağılık pislik 
Negatif,hemen domal gireyim sana 
Pozitif,yine söylüyorum alakası yok ufak bir temas olmamış yaşına kadar 
Negatif,öldürürüm seni pic 
Pozitif,hangi arap şeyhi arazi açiliyor 
Pozitif,çocuklarını ihmal eden bir milletin geleceği yoktur 
Pozitif,dünyaçocukhaklarıgünü kutlu olsun 
Pozitif,yapsan olmuyor tatlıım 
Pozitif,dinidar imansız suslumanlarin çaresiz vicdanlarıher bok oldukta sadece insan olamad 
Negatif,soysuz köpek kapa çeneni 
Pozitif,artık yorulduk hocam lütfen emeklerimizin karşılığını verin 
Pozitif,server açık testleri yapmaya başladık 
Pozitif,fatih sultan mehmet in günümüze kadar gelebilmiş üç orijinal portresinden 
Pozitif,eski kocanın evine gidiyorsun orda eski kocasının yeni sevgilisinin eski sevgilisi var adamla gülizar sevgili oluyor arada eski kocanın yeni sevgilisi evli gülizar la adam sevgili diyorsun bizim dini nikahımız var benim eşim acayip 
Pozitif,dün akşam dinledim 
Pozitif,araç kirlettiğimiz suları temizliyor gidişle tarz araçları görürüz 
Negatif,laik trakyalıymış piçe bak sokuk sokuk şeyler yazıp bizim utanmadan adımızı kirletiyorlar 
Negatif,highlight hayal oldu zaten bekleyen kafamı sikem 
Pozitif,istihbaratçı olduğu ceza almaz sanmış 
Negatif,sen kimsin kimsin bir ruh hastasısın erkeklerden insanlardan nefret ettirdiniz aklım almıyor yazılanları şuan gündemin olması bile kadar utanç verici artık önüne geçin bunların nolur yalvarıyoruz nolur 
Pozitif,merkez av komisyonu yarın toplanıyor tehlike altındaki kuşlar ilgili avcılık kararı onların geleceğini belirleyecek 
Pozitif,nolcekti şeriatlı dinci yobaz krallıklı baskıcı arabistan yerşecekti tai modern laik özgür hıristiyanlara koşacak 
Negatif,saygısız zevksiz beceriksiz acımasız kıymet bilmez yok ediciler 
Pozitif,islam 
Negatif,bir bitmediniz oruspu çocukları kadar hans dürzü varsa sizsiniz isminizde meymenet yok şerefsizler 
Pozitif,masaya koyduğum model gün tatil gün çalış karantinaya eş değer 
Pozitif,olaya bakın dlib ilk covid vakası dün tespit edildi hasta bab al hawa hastanesinde çalışan suriyeli bir doktor 
Negatif,bunları rahatsız eden bünyeleri orospu çocugu haysiyetli alerji yapar kahpe karıdan 
Pozitif,cumhurbaşkanı erdoğan abd leri vermezse kendimiz üretiriz yıldır diş macunu bile üretememiş 
Negatif,bk seninle bir gün sonunda ben seni öldürürüm öldürürüm geçirmeyelim bir gün 
Pozitif,şeytanların suçları tek tek ifşa ediliyori kiz kulelerin kontrollü yı ıldığı bilimsel olarak ispat edilmiş 
Pozitif,uğraşacağını hisstiğin yaşa geldiğinde açıklama yaparsın 
Negatif,tam bir piç 
Negatif,böyle kaşarlar yüzünden 
Pozitif,ankapark böyle olabilirmiydi 
Negatif,orospu çocuğu bunun gibileri er meydanına çıkarıp domaltıp sikeceksin götünden kazık eksik olmayacak diğer piçlere örnek olsun 
Negatif,arada oç fena karizma he 
Negatif,dün götünden koşanlar bugün bir götveren 
Negatif,fahişeden beter kız var buluyorlar tertemiz eliyüzü düzgün erkekleri kendilerince kapak atıyorlar bize piç serseri fırlama var bunlar denk geliyor şansımıza sokayım 
Negatif,siktir kahpe 
Pozitif,beşiktaş ın değil ülkenin maçı duyarlılık tebrikler 
Negatif,yazık kafana 
Pozitif,türkiye nin ekonomisine güven artıyor 
Negatif,sizi katletmek lazım sürmek lazım burdan gidin ülkenizde savaşın amk 
Negatif,analarini avratlarini bacilarini siktigim orospu çocuklari bizim maça ibne mete kalkavani vermişler 
Pozitif,paramparça söyleyemediklerim ağzımda 
Negatif,katil 
Pozitif,hayırlı forumlar mic drop remix freni boşal kamyon misali üzerimize doğru geliyor tehlikenin farkinda misiniz 
Pozitif,brahim tatlıses canlı yayında yıldız tilbe ye beni dövdüler abi dediğin zaman pezevenklerin elinden gittim aldım dedi 
Pozitif,madem kadar seviyorsunuz gidin mikeın sololarına destek olun iki şarkı chester ağlaşıp bozmayın sinirimi 
Negatif,susun orospular fikrinizi soran oldu 
Negatif,yarak emecek varmı 
Pozitif,kırşehir çaresiz durum arabayı park edecek yer bulana kadar şehri dolaşıyosun 
Pozitif,tc halkinin evlilige bakis acisi beni cok yoruo 
Negatif,biraz lan öldürürüm seni 
Pozitif,bir çocuğun ölümünü görmektense dünyaya geliş biletimi iade etmek isterim 
Pozitif,cüneyt özdemir in bugünkü programında bugün kadına şiddet hkında iyi bir yayın yapıldı 
Negatif,pandemi sonrasi kadar orospu cocugu hakem varsa tek tek hepsini hafta bize verdiler sira mete kalkavan denen soysuzda 
Negatif,yaşın altındakiler amk soru 
Pozitif,sevdiklerimizi üzerimizde hakları olanları cehennemden et rbi bedevinin istediğini istiyoruz kabul 
Pozitif,köpeğe tecavüz edip öldüren sapık kadın çocuk demeden herkese aynı şeyi yapar böyle cani pislikler ceza almıyor inanılır değil ülkemiz gidiyor 
Negatif,kendi kız kardeşine küfürler ettiğin nisaya iğrenç ithamlarda bulunamazsın pisliğinde boğul 
Pozitif,arkadaşlar kaçırdığınız çocukları satmak istediniz diyelim doğru adres trendyol mudur gerçekten sadece soruyorum bence değildir yine bilirsiniz tabii 
Negatif,ece bana yürümüyor artık sanırım ilaç benim zekamı sikdi 
Pozitif,sersem gibiyim uyanamıyorum amma biçim rüyaydı he 
Negatif,amını sikim twitter menş atar mısınız bir iki tane 
Pozitif,yolunuz açık olsun kaza bela vermeden gideceğiniz yere sağ salim varırınız ihşallah 
Negatif,gün binlerce beddua ediyolar barışa sakatlansın ölsün dediklerinizin ağırları size gelsin inşlah çocuğun 
Negatif,sen ara götlükten götlek liğe terfi ettin 
Negatif,amk kahpesi seni siyah yarağıma doyuracam kancık 
Negatif,allah belanı versin lan gerizeka orospu çocuğu siktir git lan takımdan tudoristifa 
Negatif,katil kimsesiz gariban bir canın canı alan zalim 
Negatif,yunan medyası kuduruyor kudurmaları normal anlayışla karşılıyorum peki içimizde yunan lıların kudurması ned 
Pozitif,burda senin sevdiğin lidere galiz küfürler ediliyor 
Negatif,hocam öyle salak düşüncede olanlar varmı hala 
Pozitif,hocam musk eleştirmek soruyu sormuyorum kendisi vizyoner iradeli hedefine bağlı bir insan 
Negatif,vahhabilerin gayrimeşrusu olmak hoşunuza giderdi 
Pozitif,iyi notlar aldım dönem karne hediyesi geliyorr 
Negatif,kerim yarrak oyuncu son dakikalarda kopmuş maçlara girip gol atması onu iyi yapmaz keşke 
Pozitif,sıcak makyaj dakika sonra akacak 
Negatif,seni öldürürüm 
Pozitif,satılık olmayan insan yoktur yeterli olmayan fiyat teklifi vardır bir tez ortaya koymuştum lisenin başında sene geçti fikrim değişmedi konuda bugün yakın akrabalarımda bana karşı aynı tutuma şahit oldum nsanın özü kötüdür 
Negatif,bununla mutluluk duyup allah hamd etmek yerine lah ın verdiği kudretle bir ülkenin bağımsızlığını özgürlüğünü kazanmasında liderlik eden mustafa kemal atatürk alçakça hakaret edenler ülkenin kanser olan organıdır 
Pozitif,rt edelim katilimi artiralim lütfen 
Pozitif,kimi sevdiysek kaybettik zaten 
Pozitif,seviyorum seviyor musun 
Negatif,yine kampüs andaval kaynıyo 
Negatif,amk sercanı keline sıçayım senin 
Pozitif,genzime pamuk çubuk sokturma düşüncesi rahatsız ediyor beni 
Negatif,sevmeyin lan ayılar 
Pozitif,allah yardımcın olsun kardeşim 
Pozitif,artseymm vakalarin kadar sik gorulmesinin nedeni kafa yapisinin istisna degil topumdaki erkeklerde kulturumuzmuscesine yaygin olmasi zaten 
Negatif,anattan anlayan godos orospu ebru yu teşhir ediyo birde siktir 
Pozitif,hayırlı olsun demek adettendir üzüldüm vla allah yardımcın olsun 
Pozitif,gurur kaynağı şarkılarıyla sesiyle müziği klipleriyle özgün buram buram anadolu kokan değerin zaman yanındayız olmaya devam edeceğiz 
Negatif,kanka annenleyiz ateşini al demiştin 
Pozitif,zamanki son durağım olan aşiyan kitap kahve ye gidildi yorgunluk kahvesi içildi an marmaray can çekişerek eve gidiyorum gün dışarı çıkmam kfjckfjdjdjdjdjskdjskj 
Negatif,şerefine sokim 
Pozitif,cinsel kimlik medya aracılığıyla şekillenen bir olsaydı bütün herkes heteroseksüel olurdu zaten aksini düşünen herkesi hayatı geniş bir perspektifte gözlemlemeye davet ediyorum 
Pozitif,severim ben seni candan içeri yolum vardır erkandan içeri beni bende demem bende değilim bir ben vardır bende benden içeri bakar isem dopdolusun seni nere koyam benden içeri bir dilber dürür yoktur nişanı nişan olur nişandan içeri beni sorma bana bende değilim 
Pozitif,keşke dememek çi nolur 
Pozitif,hukuk önünde birine bunun hesabını soracağız 
Pozitif,hastasınız acısı farkında değil yapıyorsunuz 
Pozitif,hayat kısa şartların olgunlaşması vakit alıyor 
Negatif,vay arkadas bukadar korkak sunepe den medet bekleyen insanlar var yazik onlara adam aciktan kovuldu it kapinin onune kondu bunuda fetoye bagladi kancik 
Negatif,ulen öldürürüm seni ha 
Negatif,mansuryavas sen çoktan işi bulmuşsun göt veren 
Pozitif,yarın proje sınavı kitap bitirmem performans gezi yazısı yazmam gerekiyordu bilin bakalım ben naptım 
Pozitif,güneş batana kadardır efendiliğimiz 
Pozitif,huzur özür dilemeli bana uğramadığı gün 
Pozitif,sık sık sanayiye falan gelir misin böyle anlatsana 
Negatif,suna soyle öyle kahpeli falan konuşmasın adamı got unden sikeriz ayık olsun 
Negatif,katmerli orospu çocuğu değilmiydiniz fetöye istediğini veren sizin vatan haini işbirlikçi pkk iş birliği yapan değilmiydiniz meyri meyri halay çeken göt kılı 
Negatif,aay göüm sikik karı 
Pozitif,bir başkasına ahmak dediği zaman bağlam içinde bunun bir tespit mi yoksa hakaret mi olduğunu ayırt edemeyen kişiye ahmak denebilir caizdir 
Negatif,tipler kancık olur ellerinde silah olunca erkek sanirlar kendilerini 
Negatif,kerhane yazıcam orası bunun evi annesinin bunu yaptığı yer 
Negatif,allahım yürek dayanmıyor toprak kabul etmesin böyle bir adamı bdua etmeyi sevmem allah belaların büyüğünü versin 
Negatif,twitter ın ban sistemine sokam mleti boş yere uğraştırıyon 
Pozitif,kadın şiddeti içeren diziyi sansürlemeden ekranlara koyarken bir eşcinsel hikayesi anlatan diziyi yayınlatmaman 
Negatif,hayır galatasaray dan aldığın para yetmedi mi ida oynuyosun bizim gözlerimizi kanatıyorsun kahpe tudor saldırgalatasaray 
Pozitif,düğün diğer kutlamalarda havai fişek yasağı gelmesini destekler misiniz 
Negatif,erkeklerin yüz karası pisliğinde boğul yasin obuz 
Negatif,türsen demen bile senin taş devrinden kalmış bi kafasız olduğunu gösteriyor kudurma 
Pozitif,sen güzelsin boşver 
Negatif,defol hain bücür 
Pozitif,heyecanı yaşta yaşadım demek 
Negatif,hayır annem bize dedi yrak yalayın 
Pozitif,senedir bebek isteyen çift acile bulantı şikayetiyle geldi kısmet benim nöbetimeymiş gebe olduğunu müjdeledim çiftin birbirine kadar güçlü yaslandıklarını gördüm mutluluklarını içimde hisstim vesile olduğum haberle mesleğimi taa baştan bir sevdim 
Negatif,sende sene önce ananın amındaydın bak şimdi yine amcık amcık konuşuyorsun 
Pozitif,söyleyin bakalım şimdi napalım millet sizin arkanızda mleti zaman düşünmeye başlayacaksınız çocuklara hayvanlara dokunmayın artık 
Pozitif,yarım yamalağım herşey bombok 
Negatif,kancık kancık hareketler sergiliyorsunuz insanın tepesinin tasını attırıyorsunuz 
Pozitif,yiler erken ölsün kötülere kalsın dünya 
Pozitif,yemek sanat içindir 
Pozitif,barış anadolu efes te basket oynamış basketbol oyununda ilk tur ersin seçiyor söyleyeceklerim kadar 
Negatif,sokam böyle hayata 
Negatif,papatya tayyibin sikinden korkup sahte hesapla buraya çıkma travestisi geyi sizde değilmi ibne göt veren burada yazılan herşeye inanma göt oğlu göt 
Negatif,hahahaha lol örneği düzgünmüş benim türkçeme takmış ben türkçeden ful yaptım gerizeka 
Negatif,götlek seni olay içi boştan ses gelir 
Pozitif,görene oluyor gibiköre düğümlenir 
Pozitif,ayasofya rüzg rlar essin kbende hürriyetin ta ezelden sen bizimsin senin 
Negatif,tecavüz ihanet kahbelik arıyor iseniz kandile mahmura kelereş kampına gidin yakınlarınız orada 
Negatif,ayy bulsak keske gercekten hayallere dalicam sikdi facetime yerini tutmaz 
Negatif,hay ben yersiz izansız mutluluğumu sikem arabanın altını vurduk durduk yere 
Pozitif,tu bana nazar değmesin 
Negatif,polis nereden bilsin nun baro başkanı olduğunu diyen mal hatta mal oğlu mal baro başkanı protokol üyesi bunu bilmiyorsa polis aşı veriyorsunuz lise mezunu polise 
Pozitif,tam uyunmalık yer evet bir dahakine yeşilleri klanarak risk alma bence 
Negatif,oldu hayırdır iki yüzlü yalaka 
Negatif,kulaklarından tutam dibine kadar sokam sahtiyandan çizmeyi olasın yola revan 
Negatif,kız sende mi göt veren sin be 
Negatif,hayır aq çocu aseksüel değilim sadece senle sikis sokus muhabbeti etmek istemiyorum 
Pozitif,cips çikolata çiğdem kola hazır düğün videosu izler izliycem ayy egleneceguk 
Pozitif,tek yapmanız gereken sponsorları takip etmek herkes açabildiği kadar fake açsın 
Pozitif,git gide tıp kazanmak kolaylaşıyor 
Negatif,okuzluk had safhada bunu savunan bir sürü gerzek sırada bekliyor eşşek kadar baro başkanı kendini savunamiyor 
Pozitif,dizi filmlerdeki kadın şiddetine tacizlerine rtük ün bir el atması lazım 
Negatif,devlet pezevenk mi oluyor 
Pozitif,bek oyuncusu arkası dönük içeri çalım atmaz zamana kadar atanıda görmedim bir ilkti zaten 
Negatif,kader gene kuruyor mal şunu bi hayal kirikligina ugratin 
Negatif,boy kilo tip maddiyat babam saolsun komiklik boş yaparım sik sok şakalarına gülerim karşı cinsten duyduğum söz böyle yapıyosun zeka seviyesi yüzden radyasyonun evrimdeki yeri büyük neyse bi kahve koy falına bakim 
Pozitif,alesten almistim gecen baharda üzerine çikamazsam kendimi gerizeka ilan edicem 
Pozitif,survivor kadar kurgu algıdan gına gelmişken exatlon izlemek 
Pozitif,bütün sahneler karanlıktır zaman bildiğiniz kadar renkli değildir nihilizmin görsel renkleri yerinizi ele geçirir 
Pozitif,ağzını burnunu yerim 
Pozitif,büyük topçu çök galatasaraysk 
Pozitif,öğretmenler müjde bekliyor artık müjde gelsin okullarda ders anlatmak istiyoruz 
Negatif,vatanımız bırak parayı canımızı veririz dolara tapan pisliklere yuh olsun 
Pozitif,askim kalk künefe yemeye gidelim 
Pozitif,saat paralel baro yasası mecliste akp mhp oylarıyla kabul edildi tarih sizi fetmeyecek 
